Time (Seconds),Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Position
26.654999,9.6E-05,-0.24142,-33.621334,0.311798,6.887262,-6.78929,-0.02325,0.008579,-33.94701,33.925098,3.445694,-3.413838,13.503585,8.606694,44.053558,-20.354702,61.051933,-40.79829,-18.32548,23.753323,15.034066,8.672046,Forward
26.67,-0.000724,-0.223566,-33.742691,0.020409,7.034958,-6.78929,0.00291,0.021064,-33.94701,33.946411,3.481416,-3.140179,13.556246,8.595165,42.407169,-20.374441,54.600845,-40.767502,-13.59791,23.753527,14.978428,8.576764,Forward
26.684999,-0.001079,-0.194196,-33.854435,0.016871,6.924651,-6.78929,-0.000902,0.020327,-33.946999,33.943268,3.767423,-2.963674,12.839608,8.13175,40.763691,-20.184643,48.343082,-40.768322,-9.60994,24.131359,14.1639,7.920288,Forward
26.699999,-0.00015,-0.220875,-33.892574,-0.051486,6.689228,-6.78929,-0.018646,0.005259,-33.946999,33.940754,3.29278,-2.935943,12.230874,7.756773,40.165215,-20.013424,44.731647,-40.782799,-8.494898,24.447542,13.543487,7.696599,Forward
26.715,0.000601,-0.262976,-33.920918,0.005765,6.59605,-6.78929,-0.028591,0.006284,-33.946999,33.935345,2.89891,-3.204657,10.052058,6.345751,38.221767,-19.435249,42.77869,-40.867195,-8.89348,25.562967,11.251139,6.644107,Forward
26.73,0.000902,-0.301403,-33.93227,-0.061649,6.543608,-6.789304,-0.036501,0.012021,-33.94701,33.931423,2.473457,-3.349948,9.48574,5.994597,37.768528,-19.294273,41.864128,-40.818111,-8.774608,25.830545,10.526961,5.645411,Forward
26.744999,0.000642,-0.29322,-33.939648,-0.034615,6.417564,-6.789277,-0.060939,0.000915,-33.946999,33.941193,2.13024,-2.891124,7.138681,4.412439,35.784534,-18.644573,41.275421,-40.832771,-10.392174,27.099991,8.036592,4.021205,Forward
26.76,0.001339,-0.314721,-33.942913,-0.021338,6.376009,-6.78929,-0.068124,-0.000943,-33.94701,33.927475,1.657933,-2.986418,5.672732,3.565222,34.822941,-18.276617,41.052608,-40.887657,-11.165843,27.720213,6.369316,2.836646,Forward
26.775,0.001448,-0.312727,-33.944851,0.026638,6.304702,-6.789277,-0.08968,-0.006284,-33.946999,33.930031,1.422059,-2.91716,3.238179,2.000713,32.920555,-17.642475,40.949757,-40.962337,-12.888226,28.998566,3.8294,0.850085,Forward
26.789999,0.000464,-0.304381,-33.945793,-0.053877,6.562801,-6.78929,-0.063876,0.000792,-33.946983,33.940479,1.196062,-2.757621,2.424444,1.494883,32.393375,-17.473291,40.833851,-40.917805,-13.468218,29.309366,2.790078,-0.479602,Forward
26.805,0.001134,-0.30535,-33.946312,0.028045,6.544373,-6.78929,-0.056964,0.002213,-33.94701,33.929554,1.03491,-2.750285,0.592533,0.372259,30.977135,-16.966177,40.749523,-40.971916,-14.864241,30.280975,0.682172,-1.956357,Forward
26.82,0.000738,-0.322112,-33.94656,-0.003907,6.536327,-6.78929,-0.053467,0.008661,-33.946999,33.929321,0.695887,-2.484905,0.397025,0.234125,30.379452,-15.843225,40.775097,-40.058624,-15.355399,30.247862,0.397913,-2.400784,Forward
26.834999,0.000984,-0.316156,-33.946697,0.061308,6.482574,-6.789277,-0.065993,0.007691,-33.94701,33.922024,0.795348,-2.329436,-0.436545,-0.20287,28.290302,-13.080769,40.771778,-37.842022,-17.132492,30.454161,-0.898416,-3.216336,Forward
26.849998,0.000738,-0.35573,-33.946777,-0.054846,6.526779,-6.78929,-0.055092,0.014781,-33.94701,33.932953,0.841288,-2.460794,-0.62611,-0.345116,27.818445,-11.677917,40.827442,-37.145111,-17.529982,30.469324,-1.148005,-3.598553,Forward
26.865,0.001025,-0.358722,-33.946835,0.018045,6.513528,-6.789277,-0.063644,0.015259,-33.94701,33.923035,0.719205,-2.153395,-1.241223,-0.642297,25.597582,-8.605109,40.815983,-34.704288,-19.430304,30.515577,-2.310339,-4.156621,Forward
26.879999,0.000628,-0.369704,-33.946835,-0.001257,6.542611,-6.78929,-0.05512,0.01784,-33.946999,33.923611,0.817314,-1.969758,-1.563799,-0.822286,24.508741,-5.76565,40.922752,-33.084824,-20.282425,30.523829,-2.910098,-4.554944,Forward
26.894999,0.001585,-0.412188,-33.946861,0.02508,6.498966,-6.789277,-0.061321,0.023482,-33.946999,33.919472,0.372997,-1.663096,-2.114586,-1.105753,22.363733,-2.550789,40.99123,-30.539032,-22.066074,30.534662,-3.869835,-5.147436,Forward
26.91,0.000806,-0.409005,-33.946835,-0.018838,6.630475,-6.78929,-0.046527,0.032962,-33.94701,33.927448,0.692486,-1.588839,-2.263607,-1.177702,21.779724,-0.648048,41.010231,-29.709055,-22.584772,30.53764,-4.420334,-5.385522,Forward
26.924999,0.001011,-0.402571,-33.946846,0.029643,6.647004,-6.789277,-0.044929,0.034124,-33.946999,33.924469,0.733275,-1.273147,-2.823122,-1.469925,19.534655,2.552824,41.018429,-27.170492,-24.574064,30.540262,-5.445833,-5.982057,Forward
26.939999,-0.000806,-0.345512,-33.946846,-0.066499,6.851868,-6.78929,-0.015641,0.039861,-33.947025,33.931343,1.110821,-0.942662,-2.9503,-1.508734,19.04888,4.442546,40.87487,-26.323864,-25.326656,30.541218,-5.946349,-6.268379,Forward
26.955,-0.000656,-0.296963,-33.946861,0.040216,6.874121,-6.789277,-0.007158,0.041118,-33.94701,33.928448,1.417428,-0.551688,-3.335058,-1.702479,17.422693,7.167806,40.849682,-24.330349,-26.743469,30.541916,-6.648015,-6.663656,Forward
26.969999,0.000519,-0.295392,-32.372131,1.129099,6.858152,-6.789222,-0.001434,0.034834,-33.946999,33.967693,1.351899,-0.716623,-3.784102,-2.306118,17.798859,5.732906,40.714088,-26.641672,-26.72332,30.85717,-7.096512,-6.985877,Forward
26.984999,-0.000997,-0.27023,-31.054726,2.637027,6.86087,-6.789222,0.001038,0.03549,-33.946999,33.945168,1.267984,-0.588762,-4.249976,-2.870483,17.717716,4.860226,40.639408,-29.315924,-26.855253,31.120815,-7.555405,-7.340569,Forward
27,-0.000109,-0.268126,-29.425001,4.228966,6.858057,-6.789208,0.004221,0.036555,-33.946999,33.95261,1.025211,-0.459139,-4.736955,-3.519337,18.019569,3.21523,40.575218,-32.272057,-26.673378,31.446861,-7.961268,-7.633666,Forward
27.014999,-0.000833,-0.254766,-27.817066,5.87802,6.83187,-6.789195,0.000847,0.036979,-33.946999,33.947708,0.677459,-0.137464,-5.238059,-4.168301,18.264103,1.578088,40.557102,-35.387962,-26.482952,31.768494,-8.354305,-7.963878,Forward
27.029999,-0.000355,-0.245764,-26.144011,7.549818,6.81728,-6.789208,0.001475,0.037279,-33.947025,33.946152,0.298821,0.128763,-5.747837,-4.839107,18.585176,-0.212214,40.516533,-38.5952,-26.193476,32.103119,-8.718873,-8.341,Forward
27.045,0.000382,-0.252061,-23.688284,9.679799,6.759073,-6.789167,-0.00433,0.032102,-33.94701,33.956287,-0.073985,0.213826,-6.508119,-5.814021,19.059603,-2.757675,40.535877,-42.491302,-25.744801,32.595673,-9.213024,-8.844522,Forward
27.059999,-0.002063,-0.244097,-22.908318,10.897485,6.784113,-6.789249,0.000615,0.041446,-33.946983,33.925373,-0.521294,0.504751,-6.749784,-6.144424,19.209471,-3.727658,40.477833,-45.44622,-25.599371,32.750431,-9.413394,-9.005413,Forward
27.074999,0.001038,-0.248537,-20.395287,12.997809,6.760836,-6.789167,-0.003729,0.035599,-33.946983,33.967911,-0.826863,0.659209,-7.595417,-7.20865,19.757784,-6.34877,40.542488,-49.334579,-25.023792,33.303265,-9.913173,-9.531994,Forward
27.09,-0.002022,-0.259411,-19.558998,14.18823,6.784659,-6.789263,0.004931,0.045612,-33.946983,33.925262,-0.85962,0.364882,-7.799953,-7.50523,19.878664,-7.389746,40.52272,-52.253338,-24.816303,33.425648,-10.039067,-9.703746,Forward
27.105,0.000888,-0.259069,-17.564774,15.844209,6.788962,-6.789167,0.00545,0.046227,-33.946999,33.964085,-0.991976,0.459385,-8.412676,-8.285197,20.28237,-9.536502,40.524292,-55.512623,-24.476843,33.830448,-10.427814,-10.110237,Forward
27.119999,-0.002746,-0.253851,-17.596029,16.277788,6.820176,-6.789277,0.014002,0.056677,-33.946999,33.911999,-1.218328,0.557343,-8.40575,-8.297696,20.266619,-9.548085,40.513145,-56.26598,-24.478825,33.815159,-10.392433,-10.085622,Forward
27.135,-1.4E-05,-0.270694,-17.16865,16.461712,6.795164,-6.789249,0.01631,0.059136,-33.94701,33.942802,-1.587568,0.573258,-8.527191,-8.456116,20.352106,-10.004902,40.519444,-57.065533,-24.355047,33.900948,-10.433278,-10.162611,Forward
27.15,-0.001325,-0.267689,-17.129158,16.594723,6.780616,-6.789277,0.016119,0.059272,-33.946999,33.929142,-1.554387,0.605127,-8.541534,-8.476388,20.357981,-10.055528,40.583073,-57.306763,-24.280436,33.906918,-10.409932,-10.174646,Forward
27.164999,0.001899,-0.347138,-14.252064,18.83672,6.760549,-6.789181,0.013059,0.056376,-33.94701,33.982143,-1.730961,0.154239,-8.569374,-9.67249,20.377077,-15.076564,40.692764,-59.740906,-24.000793,32.886803,-10.264969,-10.98416,Forward
27.18,6.8E-05,-0.374458,-12.522346,20.920023,6.756928,-6.789236,0.013934,0.058835,-33.946999,33.950878,-1.623714,0.062565,-8.569743,-9.908118,20.380424,-19.515654,40.763691,-62.324383,-23.858902,31.989218,-9.991788,-11.588427,Forward
27.195,0.00235,-0.434222,-9.262433,23.843439,6.70995,-6.789222,0.006994,0.052907,-33.946999,33.965122,-1.48655,-0.348695,-8.579045,-11.245756,20.384905,-25.903915,40.825436,-65.504257,-23.747829,30.387976,-9.669267,-12.772563,Forward
27.209999,0.000683,-0.431518,-7.187709,26.31262,6.796175,-6.789236,0.018974,0.053931,-33.946999,33.946999,-0.894236,-0.44959,-8.580112,-11.531218,20.38612,-31.325474,40.865078,-67.538048,-23.616623,29.944424,-9.43383,-13.171938,Forward
27.224998,0.002158,-0.441749,-3.819551,29.493891,6.711727,-6.789236,0.009371,0.046459,-33.947025,33.952229,-0.401998,-0.635057,-8.593744,-12.891163,20.387213,-37.73233,40.914772,-70.873734,-23.614969,28.112703,-9.101814,-14.572536,Forward
27.24,0.000656,-0.411847,-1.606761,31.997169,6.724062,-6.789249,0.009207,0.039957,-33.946999,33.941532,0.401369,-0.782029,-8.601203,-13.190052,20.387596,-43.7621,40.919365,-73.083778,-23.529264,27.710979,-8.812501,-14.857929,Forward
27.254999,-0.001161,-0.314462,-0.998874,33.008038,6.690416,-6.789263,0.000464,0.032225,-33.94701,33.914295,1.3004,-0.595128,-8.606763,-13.389343,20.387882,-43.646015,40.878681,-67.752831,-23.639776,23.231236,-8.698615,-15.090743,Forward
27.269999,1.4E-05,-0.275421,-0.455341,33.431988,6.540904,-6.789277,-0.014384,0.021488,-33.94701,33.928036,2.296351,-1.095412,-8.621106,-13.481837,20.387978,-44.468468,40.88158,-62.849339,-23.640131,19.375376,-8.574237,-15.090579,Forward
27.285,-0.001011,-0.290297,-0.265203,33.375172,6.372184,-6.78929,-0.039629,0.006147,-33.947025,33.929703,3.031375,-2.15416,-8.610423,-13.525701,20.38806,-42.26659,40.822552,-56.431747,-23.678696,13.925267,-8.576218,-14.684907,Forward
27.299999,-0.000628,-0.307154,-0.127096,33.370174,6.48185,-6.78929,-0.033782,0.003565,-33.94701,33.944771,3.015542,-2.38058,-8.603389,-13.557134,20.388006,-41.373379,40.807171,-50.004498,-23.667904,9.447149,-8.539308,-14.631235,Forward
27.314999,8.2E-05,-0.306457,-0.07102,33.491848,6.791571,-6.78929,-0.004153,0.017718,-33.94701,33.925701,3.0277,-2.309669,-7.268373,-11.468475,19.821169,-39.437267,40.916824,-45.608738,-24.656246,9.13363,-7.177327,-12.414893,Forward
27.33,-0.000451,-0.239945,-0.035162,33.623329,6.659858,-6.789277,-0.01004,0.020723,-33.947025,33.941654,2.993918,-1.301793,-6.960345,-11.001072,19.724808,-38.923267,40.943459,-43.33202,-24.833517,8.24606,-6.453614,-11.965303,Forward
27.344999,0.000642,-0.237472,-0.019206,33.665581,6.749648,-6.78929,-0.003183,0.037662,-33.94701,33.919621,3.350249,-1.130123,-5.446024,-8.686621,19.107891,-36.963345,41.057564,-42.091095,-25.973665,9.597426,-5.472061,-9.575953,Forward
27.359999,0.000943,-0.2509,-0.00974,33.695469,6.751464,-6.789277,0.002322,0.04165,-33.94701,33.944141,3.159372,-0.836247,-5.030448,-7.979833,18.976725,-36.545994,41.127945,-41.461529,-26.130705,9.634078,-3.99842,-8.820069,Forward
27.375,0.001243,-0.269301,-0.005259,33.693066,6.855392,-6.78929,0.014603,0.050475,-33.946999,33.928596,3.131246,-0.787316,-3.033956,-5.304434,18.124823,-34.188663,41.079983,-41.095173,-27.891378,11.878846,-2.987894,-5.965556,Forward
27.389999,0.001243,-0.269369,-0.002746,33.681782,6.787514,-6.78929,0.013565,0.046186,-33.94701,33.949265,3.089882,-0.583817,-2.646808,-4.235646,18.051998,-33.731094,41.140865,-40.924118,-28.130653,12.199619,-0.953727,-4.77713,Forward
27.404999,0.001407,-0.27456,-0.001516,33.744114,6.795218,-6.789277,0.012745,0.049164,-33.94701,33.926929,3.163867,-0.439919,-0.983411,-1.749307,17.3361,-31.674128,41.129063,-40.80933,-29.481228,14.242911,0.366289,-2.084424,Forward
27.42,0.00041,-0.256214,-0.000792,33.761612,6.69435,-6.789304,0.00112,0.042211,-33.947025,33.956409,3.00751,-0.251337,-0.540855,-0.864442,17.207773,-31.219292,40.999207,-40.777363,-29.948631,14.646945,2.144283,-1.054048,Forward
27.434999,0.000423,-0.228811,-0.000478,33.790314,6.671333,-6.78929,-0.006502,0.035626,-33.946983,33.926029,3.026826,-0.050871,-0.122739,-0.132137,14.921272,-29.632353,39.347107,-40.768185,-30.299826,16.080341,2.645442,-0.038317,Forward
27.449999,-0.000164,-0.203062,-0.00026,33.808289,6.645774,-6.78929,-0.016925,0.035531,-33.946999,33.946819,3.055881,-0.112821,0.095828,0.222186,13.898192,-29.066376,38.671917,-40.748322,-30.669325,16.590229,3.216664,0.490326,Forward
27.465,-1.4E-05,-0.171151,-0.000191,33.871811,6.633835,-6.78929,-0.025231,0.041801,-33.946983,33.927395,3.01964,0.124009,0.41186,0.834062,10.969325,-26.952433,36.294231,-40.759743,-30.636637,18.43878,3.834823,1.570971,Forward
27.48,-0.00056,-0.157969,-0.000109,33.843807,6.635884,-6.78929,-0.033523,0.037771,-33.946999,33.945946,3.000434,0.043536,0.538697,1.014215,9.314589,-26.457584,35.521275,-40.766338,-30.800835,18.871035,4.106952,1.887345,Forward
27.494999,0.000137,-0.164157,-0.000109,33.836525,6.686619,-6.78929,-0.026419,0.041787,-33.946999,33.932884,2.789299,-0.102016,0.917814,1.756247,5.737564,-23.943979,32.669956,-40.80019,-30.811489,21.224689,4.714715,2.919482,Forward
27.51,-0.000396,-0.164949,-9.6E-05,33.70417,6.560779,-6.78929,-0.038071,0.032744,-33.946983,33.945835,2.679101,-0.279778,0.982031,1.885665,3.476976,-23.262724,31.570978,-40.761955,-30.795383,21.652342,5.05098,3.774076,Forward
27.525,-9.6E-05,-0.187625,-9.6E-05,33.628162,6.523241,-6.789277,-0.043358,0.029315,-33.947025,33.947624,2.273647,-0.33289,1.295523,2.465329,0.16861,-20.924231,28.962475,-40.829273,-30.690773,23.730946,5.681652,4.839353,Forward
27.539999,-0.000546,-0.220711,-0.000109,33.513786,6.349098,-6.789277,-0.065611,0.011202,-33.946999,33.95533,1.982667,-0.4862,1.338471,2.594803,-1.827759,-20.423632,28.051014,-40.681248,-30.633017,24.130226,5.898661,5.549624,Forward
27.555,-9.6E-05,-0.24769,-9.6E-05,33.578278,6.429244,-6.789277,-0.068152,0.003046,-33.94701,33.949116,1.596611,-0.570594,1.623126,3.135685,-5.059367,-18.151625,25.488777,-40.755779,-30.590464,26.146334,6.477123,6.495934,Forward
27.57,-0.000464,-0.275489,-9.6E-05,33.466644,6.419927,-6.789277,-0.068725,-0.005491,-33.946983,33.954784,1.2333,-0.484069,1.659572,3.265787,-6.980358,-17.675983,24.62562,-40.635159,-30.565916,26.532717,6.612757,7.208636,Forward
27.584999,-0.002923,-0.260339,-1.574646,32.137558,6.462998,-6.789236,-0.061772,-0.007896,-33.946999,33.932259,1.251318,-0.087536,2.303481,3.789649,-5.837695,-17.642324,26.817413,-40.615665,-30.870571,26.549669,7.025751,7.654511,Forward
27.599998,-0.000574,-0.263386,-2.104859,31.304983,6.390161,-6.789263,-0.073479,-0.009166,-33.94701,33.955112,1.162457,0.192038,2.551458,4.023719,-5.717606,-17.609388,28.101639,-40.569752,-30.959267,26.563002,7.158038,7.990707,Forward
27.615,-0.003442,-0.25452,-4.778783,28.899965,6.500223,-6.789167,-0.056895,-0.005464,-33.946999,33.925114,0.981607,0.424442,3.846407,5.003318,-3.055553,-18.192947,32.112461,-40.565956,-31.617725,25.981043,7.851644,8.697754,Forward
27.629999,-0.000301,-0.269355,-5.773818,27.610754,6.381746,-6.789263,-0.072386,-0.006953,-33.946999,33.954388,0.69157,0.677801,4.063553,5.184455,-2.009537,-18.249746,35.135998,-40.525753,-31.732773,25.934515,7.961624,8.878904,Forward
27.644999,-0.003224,-0.26691,-8.348936,25.383757,6.397579,-6.78914,-0.072304,-0.003292,-33.94701,33.919308,0.486228,1.030676,5.179169,6.036549,0.662023,-18.801777,39.061497,-40.542515,-32.274883,25.374166,8.536849,9.416741,Forward
27.66,-8.2E-05,-0.279095,-9.246669,24.175114,6.339741,-6.789249,-0.085664,-0.005232,-33.946999,33.952789,0.234617,1.247343,5.448101,6.242711,1.717151,-18.903505,42.003685,-40.535931,-32.414028,25.274269,8.656431,9.582933,Forward
27.674999,-0.003115,-0.27206,-11.793619,21.956505,6.401923,-6.78914,-0.08091,-0.002268,-33.946999,33.919552,0.176246,1.436293,6.53656,7.078166,4.391416,-19.464714,45.900974,-40.543102,-32.957767,24.712828,9.223228,10.081782,Forward
27.689999,0.000137,-0.286363,-12.663635,20.788637,6.356488,-6.789249,-0.09218,-0.006024,-33.946983,33.952065,0.01851,1.502778,6.811912,7.284465,5.44918,-19.570091,48.821823,-40.556652,-33.082199,24.601303,9.351649,10.259217,Forward
27.705,-0.003033,-0.268385,-15.202553,18.620066,6.508706,-6.78914,-0.082072,-0.000533,-33.947025,33.915073,0.207856,1.474679,7.902406,8.128909,8.124196,-20.127214,52.723133,-40.55138,-33.617397,24.038277,9.903966,10.593828,Forward
27.719999,6.8E-05,-0.275421,-16.064659,17.459549,6.382675,-6.789249,-0.093232,-0.006571,-33.946999,33.952351,0.149281,1.531465,8.187511,8.318282,9.182725,-20.231485,55.619694,-40.612087,-33.740398,23.924145,10.002416,10.887267,Forward
27.734999,-0.000451,-0.289313,-16.492558,17.068861,6.32466,-6.789249,-0.106715,-0.012171,-33.946983,33.947269,0.038372,1.354918,8.353636,8.449504,9.644159,-20.314049,56.405861,-40.612648,-33.815735,23.833031,10.093421,10.957372,Forward
27.75,-0.000492,-0.280133,-16.725098,16.912149,6.3475,-6.789277,-0.113299,-0.017895,-33.946999,33.944866,-0.005491,1.310536,8.432592,8.504897,9.922762,-20.334307,57.086529,-40.665226,-33.859776,23.798388,10.124908,10.986947,Forward
27.764999,-0.000273,-0.276486,-16.842672,16.830639,6.417099,-6.789277,-0.109666,-0.018209,-33.946999,33.941902,0.107794,1.093964,8.472003,8.534772,10.052577,-20.347258,57.347019,-40.683041,-33.89465,23.77496,10.158403,10.898919,Forward
27.779999,-0.002281,-0.249794,-18.228354,15.730827,6.543267,-6.789249,-0.096237,-0.010122,-33.946999,33.922256,0.398487,1.038762,8.892237,8.550864,12.622245,-20.34936,58.855602,-40.723965,-33.436153,23.764893,10.560483,10.709341,Forward
27.795,-0.0025,-0.18029,-21.612398,12.593926,6.652577,-6.789236,-0.072318,0.005232,-33.94701,33.915058,0.873212,1.205173,10.364826,8.555986,19.04224,-20.355453,62.274265,-40.759399,-31.580706,23.758759,11.965795,10.112805,Forward
27.809999,-0.001598,-0.112534,-23.840858,10.276252,6.657058,-6.789236,-0.074203,0.000902,-33.946999,33.927368,1.68733,1.021687,10.61272,8.569238,24.489248,-20.362324,64.622688,-40.77507,-31.129025,23.755917,12.26213,9.975928,Forward
27.824999,-0.002787,-0.064846,-27.245407,7.101034,6.707232,-6.789208,-0.057128,0.002691,-33.94701,33.908447,2.123397,0.792275,12.03799,8.569115,30.909203,-20.361204,67.990242,-40.797268,-29.328629,23.754416,13.647442,9.615158,Forward
27.84,-0.000683,-0.076389,-29.493782,4.615391,6.605845,-6.789195,-0.068602,-0.009152,-33.946999,33.924171,2.195824,0.182967,12.340226,8.585547,36.952282,-20.362501,70.268562,-40.798046,-28.843111,23.753622,13.98469,9.55829,Forward
27.855,-0.001571,-0.108368,-32.390411,1.904216,6.660145,-6.789195,-0.056076,-0.006407,-33.94701,33.902832,2.385621,-0.548546,13.32809,8.60011,43.249153,-20.355316,73.126671,-40.817047,-27.519487,23.753212,15.005052,9.156812,Forward
27.869999,0.002117,-0.208102,-32.816505,0.891394,6.693968,-6.789249,-0.046186,-0.003893,-33.946999,33.94854,2.349435,-1.684352,13.318363,8.605929,44.475052,-20.36447,69.317429,-40.787228,-24.10244,23.752844,14.974575,8.826504,Forward
27.885,-0.000519,-0.229207,-33.488583,0.374144,6.893246,-6.789277,-0.024356,0.004686,-33.94701,33.923801,3.224259,-2.65137,13.482425,8.592487,43.213787,-20.38052,63.003197,-40.771133,-19.220139,23.752789,14.960669,8.599318,Forward
27.9,-0.001475,-0.161165,-33.653477,0.140784,7.128395,-6.78929,0.007663,0.01463,-33.946999,33.954006,3.527233,-2.137193,13.53779,8.582611,43.230179,-20.403429,56.745827,-40.728951,-15.076632,23.752913,14.96448,8.545073,Forward
27.914999,-0.001462,-0.134596,-33.816227,0.111127,7.124011,-6.78929,0.024015,0.018892,-33.946999,33.928432,3.457906,-1.739717,12.798955,8.101902,40.827198,-20.227291,50.296108,-40.713257,-10.717906,24.130798,14.018581,7.82405,Forward
27.93,-0.00112,-0.135975,-33.86927,0.055721,7.017487,-6.78929,0.023387,0.012089,-33.946983,33.946438,2.875824,-1.392088,12.222255,7.720081,40.350681,-20.06222,45.621635,-40.717312,-8.97297,24.446915,13.516139,7.297593,Forward
27.945,0.00015,-0.183514,-33.910004,0.01336,6.662467,-6.789249,-0.004221,-0.002227,-33.946999,33.927723,2.433241,-1.439995,10.038383,6.316231,38.256424,-19.469919,43.260071,-40.770382,-9.243937,25.562803,11.247026,5.836151,Forward
27.959999,0.001106,-0.283439,-33.925972,-0.091948,6.584248,-6.78929,-0.009835,0.006762,-33.946983,33.93372,1.572392,-1.966275,9.476246,5.992863,37.813156,-19.310776,42.112255,-40.792103,-8.899587,25.830027,10.515568,5.482866,Forward
27.974998,0.001557,-0.313437,-33.936573,-0.055338,6.364644,-6.789263,-0.038645,0.004576,-33.946999,33.935276,1.137377,-2.314082,7.142698,4.422001,35.797707,-18.605503,41.41148,-40.929745,-10.47456,27.099609,8.024844,4.202438,Forward
27.99,0.001052,-0.3308,-33.941231,-0.134241,6.373195,-6.78929,-0.051759,0.005027,-33.946983,33.940796,0.85779,-2.546431,6.415692,4.007217,35.401718,-18.475636,41.130978,-40.864708,-10.662403,27.373255,7.135881,3.047549,Forward
28.004999,0.003224,-0.39361,-33.944046,-0.075187,6.22998,-6.789277,-0.074435,0.000464,-33.946999,33.928829,0.694835,-3.416256,3.726961,1.959226,33.018353,-17.592846,41.037144,-41.00071,-12.764121,29.054586,4.379162,1.00162,Forward
28.019999,0.001038,-0.39137,-33.945343,-0.164526,6.315917,-6.78929,-0.081812,0.001011,-33.946999,33.945358,0.626806,-3.42243,2.661165,1.586161,32.529816,-17.519981,40.876553,-40.86404,-13.331245,29.240135,3.021594,-0.309025,Forward
28.035,0.001749,-0.389744,-33.946095,-0.057633,6.343142,-6.78929,-0.090623,-0.00127,-33.946999,33.933926,0.634825,-3.394645,0.713236,0.356823,31.013826,-16.978033,40.841515,-40.955128,-14.735819,30.285141,0.879373,-2.05713,Forward
28.049999,0.000587,-0.385933,-33.946449,-0.060434,6.579317,-6.789277,-0.062646,0.008756,-33.946983,33.934937,0.517196,-3.138731,0.463141,0.24866,30.41374,-15.853361,40.764824,-40.057953,-15.355522,30.232971,0.439782,-2.414814,Forward
28.064999,0.001352,-0.367396,-33.946697,0.11737,6.541409,-6.78929,-0.057155,0.010095,-33.946983,33.914143,0.478427,-2.779559,-0.391493,-0.208553,28.302761,-13.073324,40.797348,-37.865967,-17.073807,30.453096,-0.82286,-3.134565,Forward
28.08,0.000738,-0.386179,-33.946777,0.017144,6.523227,-6.789277,-0.056349,0.015013,-33.946983,33.928501,0.544872,-2.677448,-0.598202,-0.349378,27.828035,-11.675839,40.827236,-37.150452,-17.538847,30.465567,-1.14851,-3.556029,Forward
28.094999,0.001106,-0.381125,-33.946846,0.07684,6.511779,-6.78929,-0.06419,0.01586,-33.946999,33.917164,0.562999,-2.414991,-1.218806,-0.654564,25.602118,-8.599631,40.802185,-34.729134,-19.418432,30.5145,-2.280354,-4.161853,Forward
28.109999,0.001025,-0.400946,-33.946861,-0.022321,6.530385,-6.78929,-0.055502,0.019616,-33.946983,33.929783,0.655124,-2.356074,-1.391596,-0.770623,25.142036,-6.85277,40.923611,-33.902641,-19.777195,30.522476,-2.508988,-4.433858,Forward
28.125,0.000929,-0.38469,-33.946888,0.08285,6.510932,-6.789277,-0.062646,0.016174,-33.946999,33.917461,1.063146,-2.182464,-2.003062,-1.054048,22.892828,-3.714913,41.001709,-31.373068,-21.534029,30.533897,-3.490391,-5.061252,Forward
28.139999,0.000929,-0.39637,-33.946888,0.017362,6.664598,-6.78929,-0.045489,0.02672,-33.946983,33.926807,1.061275,-1.881662,-2.118452,-1.142322,22.433401,-1.849492,41.074162,-30.56048,-21.955547,30.536833,-3.91822,-5.292358,Forward
28.154999,0.001011,-0.397927,-33.946899,0.067578,6.642236,-6.789277,-0.042538,0.033263,-33.946983,33.922478,1.277314,-1.740701,-2.843025,-1.495443,19.91567,1.786217,41.094463,-27.722235,-24.178146,30.539675,-5.228305,-6.055509,Forward
28.17,-0.00056,-0.340936,-33.946899,-0.002787,6.828973,-6.78929,-0.017294,0.039998,-33.946999,33.926971,1.633044,-1.370887,-2.926886,-1.515004,19.232105,4.09422,40.95697,-26.556404,-25.054623,30.54059,-5.730706,-6.268338,Forward
28.184999,-0.000451,-0.302509,-33.946899,0.054122,6.822895,-6.789277,-0.012103,0.038249,-33.946983,33.927925,1.593278,-0.877802,-3.345796,-1.720702,17.525637,6.941863,40.91338,-24.473797,-26.553877,30.541328,-6.460553,-6.673423,Forward
28.199999,-0.000205,-0.284136,-33.159573,0.540828,6.849013,-6.789277,8.2E-05,0.032703,-33.946983,33.948513,1.659941,-0.743357,-3.576656,-2.00966,17.692909,6.464911,40.790409,-25.999088,-26.779779,30.699133,-6.845311,-6.8596,Forward
28.215,0.000628,-0.279423,-30.928177,2.367057,6.844041,-6.789195,-0.001202,0.025654,-33.946999,33.970985,1.417947,-0.769434,-4.290452,-2.916423,17.772083,4.689307,40.710457,-28.935659,-26.697529,31.145964,-7.523317,-7.336702,Forward
28.23,-0.00112,-0.26747,-29.581453,4.097185,6.85053,-6.789208,0.005642,0.032075,-33.946983,33.941288,1.27547,-0.691529,-4.705877,-3.471867,18.003382,3.336493,40.613697,-32.012016,-26.632725,31.415045,-7.88503,-7.65682,Forward
